Unix time (s) ; acc_z (m.s^-2) ; speed_z (m.s^-1) ; pos_z (m)
1535462444.47 ; -0.772791986843 ; -0.0333238799069 ; 0.00797248067328
1535462445.04 ; 0.506262576954 ; -0.0360944249176 ; -0.00962574684524
1535462445.6 ; 0.283270782067 ; 0.0619851754289 ; -0.00195348337829
1535462446.16 ; -0.563826719996 ; -0.00563936839502 ; 0.0115776307426
1535462446.72 ; -0.0618198095615 ; -0.0605325853705 ; -0.00586061190858
1535462447.29 ; 0.596523857009 ; 0.0299496374158 ; -0.012051530281
1535462447.85 ; -0.753724390438 ; -0.00475368164536 ; -0.00413790258145
1535462448.41 ; -0.00369431974367 ; -0.0725906685098 ; -0.0215753501601
1535462448.97 ; 0.800546681288 ; 0.0505052329536 ; -0.0231555393541
1535462449.54 ; -0.862102779371 ; 0.0110643573393 ; -0.00486631986825
1535462450.1 ; 0.24721617223 ; -0.0539552524336 ; -0.0141074280985
1535462450.66 ; 0.418450299094 ; 0.0444196927256 ; -0.0139910347886
1535462451.22 ; -0.505079332523 ; 0.0066853229939 ; 0.000318202254637
1535462451.79 ; 0.611228047092 ; 0.0121794611917 ; 0.00468641493424
1535462452.35 ; -0.460622590886 ; 0.0181787288296 ; 0.0110203686317
1535462452.91 ; 0.266405203543 ; -0.0121477172565 ; 0.0105971133302
1535462453.47 ; 0.126219660619 ; 0.0327579689968 ; 0.0136612753517
1535462454.04 ; -0.490105108713 ; -0.0231939689728 ; 0.0136258949754
1535462454.6 ; 0.425318733131 ; -0.0138048835158 ; 0.00268353798438
1535462455.16 ; -0.25563142866 ; 0.011306051248 ; 0.00165063645863
1535462455.72 ; 0.175902945553 ; -0.00370555423379 ; 0.00315682363087
1535462456.29 ; -0.286246873589 ; -0.0115796912256 ; -0.000951711049046
1535462456.85 ; 0.00784717392397 ; -0.0299590281605 ; -0.0105284162829
1535462457.41 ; 0.318740886532 ; 0.0206304703686 ; -0.0109600025856
1535462457.97 ; -0.148624424293 ; 0.0228245049706 ; 0.001050953819
1535462458.54 ; -0.375522590564 ; -0.0415297395546 ; -0.00350816646212
1535462459.1 ; 0.610582344373 ; 0.00819270871963 ; -0.010736520727
1535462459.66 ; -0.205261346881 ; 0.0407284579407 ; 0.00251840903968
1535462460.22 ; -0.233541100356 ; -0.0275604085398 ; 0.00518484813349
1535462460.79 ; 0.183811057446 ; -0.0138488125687 ; -0.00538420096485
1535462461.35 ; 0.0132663690288 ; 0.0138591818639 ; -0.00448440390696
1535462461.91 ; 0.119487373799 ; 0.0170650108665 ; 0.00351063322832
1535462462.47 ; -0.394998677794 ; -0.020139982915 ; 0.00220485524861
1535462463.04 ; -0.0724738104027 ; -0.0505374616545 ; -0.014727113088
1535462463.6 ; 0.533533188112 ; 0.0263771220448 ; -0.0179349938274
1535462464.16 ; -0.63048787373 ; -0.000296834961643 ; -0.00883345780855
1535462464.72 ; 0.349499166742 ; -0.0264408435177 ; -0.0136276696474
1535462465.29 ; -0.178894648395 ; 0.00718015911544 ; -0.0158705013904
1535462465.85 ; 0.532221174714 ; 0.0355162740211 ; -0.00321888666747
1535462466.41 ; -0.596510096814 ; 0.00581179929079 ; 0.00700365634749
1535462466.97 ; 0.148917505773 ; -0.0400229026925 ; -0.00218153440197
1535462467.54 ; 0.0643459730103 ; 0.00665194968897 ; -0.00963905359349
