Unix time (s) ; acc_z (m.s^-2) ; speed_z (m.s^-1) ; pos_z (m)
1535463143.48 ; 0.3460355653 ; 0 ; 0
1535463144.05 ; -0.301604250335 ; 0.00416531042447 ; 0.0009762152519
1535463144.61 ; 0.322721404356 ; 0.003368109581 ; 0.00257910414048
1535463145.17 ; -0.412104171959 ; -0.00725663647369 ; 0.00123791202203
1535463145.73 ; 0.409460447539 ; -0.00266671958477 ; -0.00129411436076
1535463146.3 ; -0.257055942388 ; 0.013398658525 ; 0.00143680665393
1535463146.86 ; -0.0501065194454 ; -0.0243292360232 ; -0.00136442401102
1535463147.42 ; 0.187583916618 ; 0.00477827991212 ; -0.00571910443298
1535463147.98 ; -0.221583447736 ; -0.00159461636137 ; -0.00401976787596
1535463148.55 ; 0.190913553611 ; -0.00340673411467 ; -0.00452195435924
1535463149.11 ; -0.175723686023 ; 0.000288426778768 ; -0.00449912534802
1535463149.67 ; -0.201171202888 ; -0.0352368699649 ; -0.011940107658
1535463150.23 ; 0.409021279643 ; 0.00773945415603 ; -0.0163945097248
1535463150.8 ; -0.146624833922 ; 0.0271789217966 ; -0.00547828439017
1535463151.36 ; 0.0603672366786 ; 0.000973292483354 ; 0.002032692123
1535463151.92 ; 0.00504160043515 ; 0.00645632217102 ; 0.00343517289637
1535463152.48 ; 0.0895526770817 ; 0.0110200239593 ; 0.0069585255512
1535463153.05 ; -0.137380751423 ; -0.000810420917192 ; 0.00819158310898
1535463153.61 ; 0.00248600928936 ; -0.0129161150029 ; 0.00360926603548
1535463154.17 ; 0.0691123112712 ; 0.0024067802658 ; 0.000544666315808
1535463154.73 ; 0.232188207494 ; 0.029048082243 ; 0.00782583451911
1535463155.3 ; -0.0220163967383 ; 0.0293856666271 ; 0.0202164974871
1535463155.86 ; -0.321077896424 ; -0.022368954341 ; 0.0184915764791
1535463156.42 ; 0.703204407942 ; 0.0283668427781 ; 0.0168153550973
1535463156.98 ; -1.06992859705 ; -0.0249236126846 ; 0.0148197756032
1535463157.55 ; 0.775171654607 ; -0.035940502655 ; -0.00191478474226
1535463158.11 ; -0.988566895631 ; -0.0319853947873 ; -0.0175153273124
1535463158.67 ; 0.668376631779 ; -0.0406785794715 ; -0.0316261259236
1535463159.23 ; -0.215657061342 ; 0.0288816379968 ; -0.0291199287162
1535463159.8 ; -0.112742697677 ; -0.0211590119967 ; -0.0224566904434
1535463160.36 ; 0.458738507011 ; 0.0253832919565 ; -0.0177238678463
1535463160.92 ; -0.424671261495 ; 0.0116547932891 ; -0.0060893829947
1535463161.48 ; 0.262220265294 ; -0.0113445012154 ; -0.00500176278869
1535463162.05 ; -0.220642894243 ; 0.000116217873648 ; -0.00679965636879
1535463162.61 ; -0.087690564426 ; -0.0288666035537 ; -0.012404537744
1535463163.17 ; 0.346065085022 ; 0.0145996811727 ; -0.013680824092
1535463163.73 ; -0.142637118101 ; 0.0239373906952 ; -0.00236881702138
1535463164.3 ; 0.19141755842 ; 0.0125521414428 ; 0.0065779299176
1535463164.86 ; -0.250511102024 ; -0.00135579410461 ; 0.0081056676405
1535463165.42 ; 0.0460597681844 ; -0.0196185614857 ; 0.00183903346594
1535463165.98 ; -0.0734658186036 ; -0.00910875604562 ; -0.00520022312292
1535463166.55 ; 0.16810311383 ; 0.00583574245557 ; -0.00510061004457
1535463167.11 ; -0.252787043969 ; -0.00599358830217 ; -0.00428750217361
1535463167.67 ; -0.0654101974779 ; -0.0318284242563 ; -0.0124373249239
1535463168.23 ; 0.246773005561 ; 0.00639241649377 ; -0.0163256960082
1535463168.8 ; -0.261976934349 ; 0.000705475235539 ; -0.0119412227215
1535463169.36 ; 0.69172417684 ; 0.0405223059632 ; -0.000288654990537
1535463169.92 ; -0.396023304186 ; 0.0412288986283 ; 0.0189195516581
1535463170.48 ; 0.57928678233 ; 0.0309232181908 ; 0.0326762573317
1535463171.05 ; -0.0326573039484 ; 0.0615527107968 ; 0.0489036080468
1535463171.61 ; 0.0825202739752 ; 0.0251921068044 ; 0.0610833149089
1535463172.17 ; 0.214178344945 ; 0.0362116736944 ; 0.0652936573868
1535463172.73 ; 0.0336093997009 ; 0.0352999598785 ; 0.0711714158873
1535463173.3 ; -0.220630254166 ; -0.00576602417384 ; 0.066231321111
1535463173.86 ; 0.240352105437 ; -7.31471953296e-05 ; 0.0538242582084
1535463174.42 ; -0.111144594738 ; 0.0120884777352 ; 0.04766956163
1535463174.98 ; -0.143750206962 ; -0.0198663380075 ; 0.0379017411867
1535463175.55 ; -0.137839993066 ; -0.0330200190359 ; 0.0191900960379
1535463176.11 ; 0.115420423174 ; -0.0131084408738 ; 0.00518073259073
1535463176.67 ; 0.0563822220788 ; 0.011736444248 ; 0.00399572689862
1535463177.23 ; 0.162091771805 ; 0.024393572808 ; 0.0117975334005
1535463177.8 ; -0.0343930000441 ; 0.0201025702166 ; 0.0202597298331
1535463178.36 ; -0.0981945745806 ; -0.00572882797189 ; 0.0202518455122
1535463178.92 ; 0.211886889992 ; 0.00874870641636 ; 0.0175842994374
1535463179.48 ; -0.191244434203 ; 0.00485140008178 ; 0.0178409997411
1535463180.05 ; 0.199718055692 ; 0.0024115101219 ; 0.0165696902503
1535463180.61 ; -0.15974247794 ; 0.00455143275059 ; 0.0154399651415
1535463181.17 ; 0.0256795779109 ; -0.0110508104715 ; 0.011343399554
1535463181.73 ; 0.108783016835 ; 0.00892190143861 ; 0.00895388428825
1535463182.29 ; 0.139358277716 ; 0.0262363951097 ; 0.0157015061027
1535463182.86 ; -0.0888447682457 ; 0.013480970058 ; 0.0223930775816
1535463183.42 ; -0.0381063292492 ; -0.00740767071705 ; 0.0200842870947
1535463183.98 ; 0.116814656787 ; 0.00490940690654 ; 0.0161513971715
1535463184.54 ; -0.360225531895 ; -0.0211826138408 ; 0.0096455795462
1535463185.11 ; 0.192447537886 ; -0.0227894115295 ; -0.00226753677284
1535463185.67 ; 0.0368260336099 ; 0.0138974348502 ; -0.0039736233113
1535463186.23 ; 0.178388649782 ; 0.0248082818765 ; 0.00576004197888
1535463186.79 ; -0.135802462164 ; 0.0122617470035 ; 0.013488028395
1535463187.36 ; 0.157972592294 ; 0.00616564672414 ; 0.0155588360622
1535463187.92 ; -0.331117759592 ; -0.0141764833631 ; 0.0110882332786
1535463188.48 ; 0.063693453342 ; -0.0297956305404 ; -0.0010654028654
1535463189.04 ; 0.0521813866016 ; 0.000931140757477 ; -0.00765279567285
1535463189.61 ; 0.027000051819 ; 0.00773337580786 ; -0.00434665595973
1535463190.17 ; -0.0294374338084 ; 0.0023492958975 ; -0.0012591752617
1535463190.73 ; 0.0358973630551 ; 0.0013886974906 ; -0.000173248739302
1535463191.29 ; 0.0161111490859 ; 0.00533853184614 ; 0.00143226696316
1535463191.86 ; 0.0533062629382 ; 0.00828720817983 ; 0.00438699793032
1535463192.42 ; -0.0315857011271 ; 0.00479863289621 ; 0.00672271641403
1535463192.98 ; -0.224424184221 ; -0.0224007415587 ; 0.00147687962316
1535463193.54 ; 0.0479797155895 ; -0.0240080288965 ; -0.00964595834267
1535463194.11 ; 0.0316740553751 ; -0.000535388483423 ; -0.0137904670138
1535463194.67 ; 0.0733535358761 ; 0.00966756084538 ; -0.00935177098745
1535463195.23 ; 0.180691951564 ; 0.0270385175199 ; 0.0008095674993
1535463195.79 ; -0.0356555278213 ; 0.0226094967349 ; 0.0123104589001
1535463196.36 ; -0.0894297577109 ; -0.00418995335087 ; 0.0145756882715
1535463196.92 ; 0.00260798253351 ; -0.00953594759073 ; 0.00892949567145
1535463197.48 ; -0.00121860928372 ; -0.00304839987144 ; 0.00449188996784
1535463198.04 ; 0.0396575852197 ; 0.00258743822242 ; 0.00363520622617
1535463198.61 ; -0.0309539955627 ; 0.0016784046236 ; 0.00402910094263
1535463199.17 ; 0.401744765223 ; 0.0353202335633 ; 0.0120289230903
1535463199.73 ; -0.421513141876 ; 0.00992019186066 ; 0.0206269497685
1535463200.29 ; 0.253459666739 ; -0.0124478085469 ; 0.0165967324741
1535463200.86 ; -0.227494801698 ; -0.00171514183112 ; 0.0105112758294
1535463201.42 ; 0.132250472472 ; -0.00950058595842 ; 0.00613079388751
1535463201.98 ; 0.0601606150862 ; 0.0148710658141 ; 0.00636765844169
1535463202.54 ; 0.126059939766 ; 0.0224146735739 ; 0.0140449642194
1535463203.11 ; -0.179091208594 ; 0.00250005341637 ; 0.0175433180832
1535463203.67 ; 0.412800318087 ; 0.0227429579405 ; 0.020535594509
1535463204.23 ; -0.0575224547826 ; 0.0408872833243 ; 0.0320258844227
1535463204.79 ; 0.0902083836101 ; 0.0166933015585 ; 0.0401832518719
1535463205.36 ; -0.306808953716 ; -0.0147413617855 ; 0.0339435176704
1535463205.92 ; 0.40579297495 ; 0.00436555566868 ; 0.025854542364
1535463206.48 ; -0.396576777428 ; 0.00231917920396 ; 0.0231121422132
1535463207.04 ; 0.195458657265 ; -0.0180810927265 ; 0.0155660515568
1535463207.61 ; 0.201715703398 ; 0.0312074025471 ; 0.0160481337276
1535463208.17 ; -0.390525092853 ; -0.00729749742714 ; 0.0189770390068
1535463208.73 ; 0.0736032292884 ; -0.032143243811 ; 0.00657048702123
1535463209.29 ; -0.0302147696482 ; -0.00664687754418 ; -0.00361573597922
1535463209.86 ; -0.0562827937667 ; -0.0103246727422 ; -0.00699077152119
1535463210.42 ; 0.332449496915 ; 0.0224477320262 ; -0.0029844478414
1535463210.98 ; -0.149062923475 ; 0.0246745512159 ; 0.00855691290338
1535463211.54 ; -0.088581467839 ; -0.0140533952958 ; 0.00961999182523
1535463212.11 ; -0.210930366779 ; -0.0327629021915 ; -0.0029555982669
1535463212.67 ; 0.680042105024 ; 0.0330568600013 ; -0.00239410438423
1535463213.23 ; -0.287880765892 ; 0.0477830348103 ; 0.0169512253012
