%time,Real Time UTC,field.latitude,field.longitude
1.53531067701974E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.5353106770905E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.5353106771594E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.53531067722857E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.53531067729794E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.53531067736955E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.53531067743804E+018,26/08/2018 13:22:17,50.819278717,-1.3114466667
1.53531067750807E+018,26/08/2018 13:22:18,50.819278717,-1.3114466667
1.53531067757707E+018,26/08/2018 13:22:18,50.819278717,-1.3114466667
1.53531067764686E+018,26/08/2018 13:22:18,50.819278717,-1.3114466667
1.53531067771642E+018,26/08/2018 13:22:18,50.819278717,-1.3114466667
1.53531067778572E+018,26/08/2018 13:22:18,50.819278717,-1.3114466667
1.5353106778594E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067792833E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067799897E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067806848E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067813714E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067820794E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067827715E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067834756E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.53531067841652E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.5353106784856E+018,26/08/2018 13:22:18,50.819278717,-1.3114433289
1.5353106785569E+018,26/08/2018 13:22:19,50.819278717,-1.3114433289
1.53531067862583E+018,26/08/2018 13:22:19,50.819278717,-1.3114433289
1.53531067869948E+018,26/08/2018 13:22:19,50.819278717,-1.3114433289
1.53531067876716E+018,26/08/2018 13:22:19,50.819278717,-1.3114433289
1.53531067883876E+018,26/08/2018 13:22:19,50.819278717,-1.3114433289
1.53531067891331E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067897811E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067904784E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
