latitude,longitude,datetime
50.819170671,-1.311822698,2018-08-29T14:29:05.192522
50.819170671,-1.311822698,2018-08-29T14:29:06.194226
50.819170671,-1.311822698,2018-08-29T14:29:07.195739
50.819170671,-1.311822698,2018-08-29T14:29:08.197122
50.819170671,-1.311822698,2018-08-29T14:29:09.199546
50.819170671,-1.311822698,2018-08-29T14:29:10.200885
50.819170671,-1.311822698,2018-08-29T14:29:11.202626
50.819163705,-1.311822373,2018-08-29T14:29:12.206535
50.819163705,-1.311822373,2018-08-29T14:29:13.209883
50.819158186,-1.311808186,2018-08-29T14:29:14.211137
50.819158186,-1.311808186,2018-08-29T14:29:15.212431
50.819158186,-1.311808186,2018-08-29T14:29:16.213964
50.819158186,-1.311808186,2018-08-29T14:29:17.215256
50.819158186,-1.311808186,2018-08-29T14:29:18.216548
50.81917099,-1.311794324,2018-08-29T14:29:19.217851
50.819163865,-1.311808186,2018-08-29T14:29:20.219142
50.81917099,-1.311794324,2018-08-29T14:29:21.219880
50.819176669,-1.311794324,2018-08-29T14:29:22.221177
50.819176829,-1.311780138,2018-08-29T14:29:23.222504
50.819170182,-1.31175144,2018-08-29T14:29:24.224628
50.819163375,-1.311736928,2018-08-29T14:29:25.229014
50.819157696,-1.311736928,2018-08-29T14:29:26.230649
50.81915073,-1.311736604,2018-08-29T14:29:27.232832
50.819144891,-1.31175079,2018-08-29T14:29:28.234652
50.819144732,-1.311764977,2018-08-29T14:29:29.237434
50.819144732,-1.311764977,2018-08-29T14:29:30.239095
50.819137606,-1.311778838,2018-08-29T14:29:31.240571
50.819144572,-1.311779163,2018-08-29T14:29:32.242512
50.819137606,-1.311778838,2018-08-29T14:29:33.246458
50.819137606,-1.311778838,2018-08-29T14:29:34.250621
50.819137447,-1.311793025,2018-08-29T14:29:35.252228
50.819137447,-1.311793025,2018-08-29T14:29:36.253463
50.819130481,-1.3117927,2018-08-29T14:29:37.255172
50.819124802,-1.3117927,2018-08-29T14:29:38.259103
50.819124642,-1.311806887,2018-08-29T14:29:39.260454
50.819117676,-1.311806562,2018-08-29T14:29:40.262837
50.819117516,-1.311820748,2018-08-29T14:29:41.265477
50.819111837,-1.311820748,2018-08-29T14:29:42.270030
50.819104712,-1.31183461,2018-08-29T14:29:43.272300
50.819104712,-1.31183461,2018-08-29T14:29:44.273501
50.819104552,-1.311848797,2018-08-29T14:29:45.275457
50.819098873,-1.311848797,2018-08-29T14:29:46.277070
50.819091907,-1.311848472,2018-08-29T14:29:47.278728
50.819091747,-1.311862658,2018-08-29T14:29:48.280157
50.819091747,-1.311862658,2018-08-29T14:29:49.287051
50.819091588,-1.311876845,2018-08-29T14:29:50.288750
50.819084622,-1.31187652,2018-08-29T14:29:51.290270
50.819084462,-1.311890706,2018-08-29T14:29:52.291751
50.819078783,-1.311890706,2018-08-29T14:29:53.292971
50.819078624,-1.311904893,2018-08-29T14:29:54.294501
50.819078624,-1.311904893,2018-08-29T14:29:55.299243
50.819072785,-1.31191908,2018-08-29T14:29:56.300750
50.819072626,-1.311933266,2018-08-29T14:29:57.302212
50.819072626,-1.311933266,2018-08-29T14:29:58.306233
50.819072466,-1.311947453,2018-08-29T14:29:59.307592
50.819066627,-1.311961639,2018-08-29T14:30:00.310755
50.819059661,-1.311961314,2018-08-29T14:30:01.312871
50.819059502,-1.311975501,2018-08-29T14:30:02.319779
50.819059342,-1.311989687,2018-08-29T14:30:03.325774
50.819059183,-1.312003874,2018-08-29T14:30:04.327291
50.819053504,-1.312003874,2018-08-29T14:30:05.328957
50.819053344,-1.31201806,2018-08-29T14:30:06.332052
50.819053184,-1.312032247,2018-08-29T14:30:07.333089
50.819053025,-1.312046433,2018-08-29T14:30:08.334487
50.819045899,-1.312060295,2018-08-29T14:30:09.338679
50.819040061,-1.312074482,2018-08-29T14:30:10.341386
50.819039901,-1.312088668,2018-08-29T14:30:11.342846
50.819032935,-1.312088343,2018-08-29T14:30:12.344437
50.819027096,-1.31210253,2018-08-29T14:30:13.345757
50.819026937,-1.312116716,2018-08-29T14:30:14.347516
50.819019811,-1.312130578,2018-08-29T14:30:15.351415
50.819019652,-1.312144764,2018-08-29T14:30:16.352859
50.819013972,-1.312144764,2018-08-29T14:30:17.354440
50.819013813,-1.312158951,2018-08-29T14:30:18.356187
50.819013653,-1.312173137,2018-08-29T14:30:19.358012
50.819007974,-1.312173137,2018-08-29T14:30:20.359356
50.819000849,-1.312186999,2018-08-29T14:30:21.360915
50.819000689,-1.312201186,2018-08-29T14:30:22.363289
50.819000689,-1.312201186,2018-08-29T14:30:23.365692
50.819000529,-1.312215372,2018-08-29T14:30:24.367990
50.818993404,-1.312229234,2018-08-29T14:30:25.370175
50.818993404,-1.312229234,2018-08-29T14:30:26.373781
50.818993244,-1.31224342,2018-08-29T14:30:27.378239
50.818993244,-1.31224342,2018-08-29T14:30:28.380700
50.818986118,-1.312257282,2018-08-29T14:30:29.382016
50.818985959,-1.312271468,2018-08-29T14:30:30.383314
50.818985799,-1.312285655,2018-08-29T14:30:31.385203
50.818973154,-1.31228533,2018-08-29T14:30:32.388263
50.818972995,-1.312299516,2018-08-29T14:30:33.392928
50.818972835,-1.312313703,2018-08-29T14:30:34.394827
50.818965709,-1.312327564,2018-08-29T14:30:35.396630
50.818965709,-1.312327564,2018-08-29T14:30:36.398727
50.818959871,-1.312341751,2018-08-29T14:30:37.400157
50.818959711,-1.312355937,2018-08-29T14:30:38.402087
50.818959711,-1.312355937,2018-08-29T14:30:39.403463
50.818946906,-1.312369799,2018-08-29T14:30:40.405051
50.818946747,-1.312383985,2018-08-29T14:30:41.407274
50.818946587,-1.312398172,2018-08-29T14:30:42.410210
50.818939461,-1.312412033,2018-08-29T14:30:43.411829
50.818933782,-1.312412033,2018-08-29T14:30:44.413286
50.818933623,-1.31242622,2018-08-29T14:30:45.414988
50.818933623,-1.31242622,2018-08-29T14:30:46.416361
50.818926497,-1.312440081,2018-08-29T14:30:47.417913
50.818920658,-1.312454268,2018-08-29T14:30:48.419335
50.818913533,-1.312468129,2018-08-29T14:30:49.420966
50.818913533,-1.312468129,2018-08-29T14:30:50.422426
50.818906407,-1.312481991,2018-08-29T14:30:51.423365
50.818900568,-1.312496177,2018-08-29T14:30:52.425109
50.818900409,-1.312510364,2018-08-29T14:30:53.426573
50.818900409,-1.312510364,2018-08-29T14:30:54.428728
50.818900249,-1.31252455,2018-08-29T14:30:55.430818
50.818887444,-1.312538412,2018-08-29T14:30:56.432914
50.818887285,-1.312552598,2018-08-29T14:30:57.435944
50.818887125,-1.312566784,2018-08-29T14:30:58.439361
50.818880159,-1.312566459,2018-08-29T14:30:59.441052
50.81887432,-1.312580646,2018-08-29T14:31:00.442485
50.818874161,-1.312594832,2018-08-29T14:31:01.449493
50.818867035,-1.312608694,2018-08-29T14:31:02.452498
50.818866875,-1.31262288,2018-08-29T14:31:03.455006
50.818866716,-1.312637067,2018-08-29T14:31:04.461391
50.818866556,-1.312651253,2018-08-29T14:31:05.462796
50.818860717,-1.31266544,2018-08-29T14:31:06.467539
50.818853591,-1.312679301,2018-08-29T14:31:07.468469
50.818853432,-1.312693488,2018-08-29T14:31:08.472013
50.818853272,-1.312707674,2018-08-29T14:31:09.474536
50.818853113,-1.31272186,2018-08-29T14:31:10.475988
50.818840308,-1.312735722,2018-08-29T14:31:11.477413
50.818840148,-1.312749908,2018-08-29T14:31:12.479059
50.818839989,-1.312764095,2018-08-29T14:31:13.481455
50.818832863,-1.312777956,2018-08-29T14:31:14.487068
50.818832703,-1.312792143,2018-08-29T14:31:15.489522
50.818832543,-1.312806329,2018-08-29T14:31:16.491251
50.818819898,-1.312806004,2018-08-29T14:31:17.492735
50.818819739,-1.31282019,2018-08-29T14:31:18.494138
50.818819579,-1.312834377,2018-08-29T14:31:19.495463
50.818819419,-1.312848563,2018-08-29T14:31:20.497054
50.818812294,-1.312862425,2018-08-29T14:31:21.498532
50.818812134,-1.312876611,2018-08-29T14:31:22.500015
50.818811974,-1.312890798,2018-08-29T14:31:23.501496
50.818811815,-1.312904984,2018-08-29T14:31:24.503106
50.818811655,-1.31291917,2018-08-29T14:31:25.504806
50.818811495,-1.312933357,2018-08-29T14:31:26.507863
50.818805657,-1.312947543,2018-08-29T14:31:27.510715
50.818805497,-1.31296173,2018-08-29T14:31:28.515101
50.818805337,-1.312975916,2018-08-29T14:31:29.516745
50.818805178,-1.312990103,2018-08-29T14:31:30.518347
50.818792373,-1.313003964,2018-08-29T14:31:31.523191
50.818792213,-1.31301815,2018-08-29T14:31:32.528698
50.818785247,-1.313017825,2018-08-29T14:31:33.530142
50.818784928,-1.313046198,2018-08-29T14:31:34.532588
50.818777962,-1.313045873,2018-08-29T14:31:35.534965
50.818771963,-1.313074246,2018-08-29T14:31:36.536676
50.818771963,-1.313074246,2018-08-29T14:31:37.538100
50.818764837,-1.313088107,2018-08-29T14:31:38.540386
50.818764678,-1.313102294,2018-08-29T14:31:39.546897
50.818764358,-1.313130667,2018-08-29T14:31:40.552204
50.818764358,-1.313130667,2018-08-29T14:31:41.556681
50.818764199,-1.313144853,2018-08-29T14:31:42.558271
50.8187582,-1.313173226,2018-08-29T14:31:43.559821
50.81875804,-1.313187412,2018-08-29T14:31:44.561452
50.818750915,-1.313201273,2018-08-29T14:31:45.562957
50.818745076,-1.31321546,2018-08-29T14:31:46.564489
50.818744916,-1.313229646,2018-08-29T14:31:47.565861
50.818744916,-1.313229646,2018-08-29T14:31:48.567419
50.818739077,-1.313243833,2018-08-29T14:31:49.568944
50.818738918,-1.313258019,2018-08-29T14:31:50.570489
50.818731792,-1.31327188,2018-08-29T14:31:51.573819
50.818731632,-1.313286067,2018-08-29T14:31:52.578132
50.818731473,-1.313300253,2018-08-29T14:31:53.579911
50.818738439,-1.313300578,2018-08-29T14:31:54.582572
50.818738439,-1.313300578,2018-08-29T14:31:55.584391
50.818738439,-1.313300578,2018-08-29T14:31:56.591294
50.818738439,-1.313300578,2018-08-29T14:31:57.594159
50.818738439,-1.313300578,2018-08-29T14:31:58.596874
50.818738439,-1.313300578,2018-08-29T14:31:59.598488
50.818738439,-1.313300578,2018-08-29T14:32:00.600378
50.81873276,-1.313300578,2018-08-29T14:32:01.602123
50.81873276,-1.313300578,2018-08-29T14:32:02.604609
50.818720274,-1.313286067,2018-08-29T14:32:03.610804
50.818720274,-1.313286067,2018-08-29T14:32:04.615386
50.818720274,-1.313286067,2018-08-29T14:32:05.616989
50.818714755,-1.31327188,2018-08-29T14:32:06.621346
50.818714755,-1.31327188,2018-08-29T14:32:07.622869
50.818707789,-1.313271555,2018-08-29T14:32:08.624872
50.818707789,-1.313271555,2018-08-29T14:32:09.626787
50.818707789,-1.313271555,2018-08-29T14:32:10.628322
50.818707789,-1.313271555,2018-08-29T14:32:11.633811
50.818707789,-1.313271555,2018-08-29T14:32:12.635905
50.818707789,-1.313271555,2018-08-29T14:32:13.638764
50.818700822,-1.31327123,2018-08-29T14:32:14.640190
50.818707789,-1.313271555,2018-08-29T14:32:15.642054
50.818707789,-1.313271555,2018-08-29T14:32:16.643010
50.818700822,-1.31327123,2018-08-29T14:32:17.645061
50.818700822,-1.31327123,2018-08-29T14:32:18.646583
50.818700822,-1.31327123,2018-08-29T14:32:19.648309
50.818700663,-1.313285416,2018-08-29T14:32:20.653456
50.818700822,-1.31327123,2018-08-29T14:32:21.657351
50.818700822,-1.31327123,2018-08-29T14:32:22.658788
50.818700822,-1.31327123,2018-08-29T14:32:23.660737
50.818700822,-1.31327123,2018-08-29T14:32:24.662880
50.818700822,-1.31327123,2018-08-29T14:32:25.664298
50.818688018,-1.313285091,2018-08-29T14:32:26.669059
50.818688018,-1.313285091,2018-08-29T14:32:27.671020
50.818688018,-1.313285091,2018-08-29T14:32:28.676604
50.818700663,-1.313285416,2018-08-29T14:32:29.678341
50.818693697,-1.313285091,2018-08-29T14:32:30.680330
50.818693697,-1.313285091,2018-08-29T14:32:31.682630
50.818693697,-1.313285091,2018-08-29T14:32:32.684665
50.818693697,-1.313285091,2018-08-29T14:32:33.687023
50.818693697,-1.313285091,2018-08-29T14:32:34.688736
50.818688018,-1.313285091,2018-08-29T14:32:35.690185
50.818687858,-1.313299278,2018-08-29T14:32:36.692945
50.818687858,-1.313299278,2018-08-29T14:32:37.694724
50.818687858,-1.313299278,2018-08-29T14:32:38.698117
50.818687858,-1.313299278,2018-08-29T14:32:39.702995
50.818687858,-1.313299278,2018-08-29T14:32:40.706508
50.818694824,-1.313299603,2018-08-29T14:32:41.709296
50.818687698,-1.313313464,2018-08-29T14:32:42.715582
50.818687698,-1.313313464,2018-08-29T14:32:43.721312
50.818687858,-1.313299278,2018-08-29T14:32:44.725195
50.818687858,-1.313299278,2018-08-29T14:32:45.731598
50.818687858,-1.313299278,2018-08-29T14:32:46.733008
50.818693697,-1.313285091,2018-08-29T14:32:47.734622
50.818700663,-1.313285416,2018-08-29T14:32:48.736572
50.818700663,-1.313285416,2018-08-29T14:32:49.738181
50.818706502,-1.31327123,2018-08-29T14:32:50.740260
50.818713627,-1.313257369,2018-08-29T14:32:51.742062
50.818713627,-1.313257369,2018-08-29T14:32:52.743088
50.818726592,-1.313229321,2018-08-29T14:32:53.746036
50.818726911,-1.313200948,2018-08-29T14:32:54.750755
50.818726911,-1.313200948,2018-08-29T14:32:55.752575
50.818740036,-1.313158714,2018-08-29T14:32:56.755538
50.818740195,-1.313144528,2018-08-29T14:32:57.757141
50.818740195,-1.313144528,2018-08-29T14:32:58.762360
50.818758839,-1.31311648,2018-08-29T14:32:59.762890
50.818765965,-1.313102619,2018-08-29T14:33:00.764414
50.818765965,-1.313102619,2018-08-29T14:33:01.765865
50.818778929,-1.313074571,2018-08-29T14:33:02.767543
50.818791734,-1.31306071,2018-08-29T14:33:03.769179
50.818791734,-1.31306071,2018-08-29T14:33:04.770627
50.818804539,-1.313046849,2018-08-29T14:33:05.775552
50.818817344,-1.313032987,2018-08-29T14:33:06.776891
50.818817344,-1.313032987,2018-08-29T14:33:07.778396
50.818830308,-1.31300494,2018-08-29T14:33:08.780078
50.818843113,-1.312991078,2018-08-29T14:33:09.781519
50.818843113,-1.312991078,2018-08-29T14:33:10.783035
50.818868723,-1.312963356,2018-08-29T14:33:11.784498
50.818874562,-1.312949169,2018-08-29T14:33:12.786102
50.818874562,-1.312949169,2018-08-29T14:33:13.787596
50.818881847,-1.312921121,2018-08-29T14:33:14.789001
50.818894652,-1.31290726,2018-08-29T14:33:15.790377
50.818894652,-1.31290726,2018-08-29T14:33:16.792876
50.818907616,-1.312879212,2018-08-29T14:33:17.796225
50.818907776,-1.312865026,2018-08-29T14:33:18.797628
50.818907776,-1.312865026,2018-08-29T14:33:19.802546
50.8189209,-1.312822791,2018-08-29T14:33:20.804329
50.818933705,-1.31280893,2018-08-29T14:33:21.806918
50.818933705,-1.31280893,2018-08-29T14:33:22.808543
50.818953636,-1.312781207,2018-08-29T14:33:23.811221
50.818966281,-1.312781532,2018-08-29T14:33:24.812549
50.818966281,-1.312781532,2018-08-29T14:33:25.818220
50.81896676,-1.312738973,2018-08-29T14:33:26.819589
50.818979565,-1.312725111,2018-08-29T14:33:27.821435
50.818979565,-1.312725111,2018-08-29T14:33:28.828468
50.81898701,-1.312682877,2018-08-29T14:33:29.830044
50.818992848,-1.31266869,2018-08-29T14:33:30.831541
50.818992848,-1.31266869,2018-08-29T14:33:31.836371
50.819012779,-1.312640968,2018-08-29T14:33:32.838569
50.819018458,-1.312640968,2018-08-29T14:33:33.840700
50.819018458,-1.312640968,2018-08-29T14:33:34.847262
50.819044067,-1.312613245,2018-08-29T14:33:35.848734
50.819051193,-1.312599383,2018-08-29T14:33:36.852848
50.819051193,-1.312599383,2018-08-29T14:33:37.855351
50.819076803,-1.31257166,2018-08-29T14:33:38.859283
50.819076962,-1.312557474,2018-08-29T14:33:39.860644
50.819076962,-1.312557474,2018-08-29T14:33:40.862955
50.819096893,-1.312529751,2018-08-29T14:33:41.864693
50.819097053,-1.312515564,2018-08-29T14:33:42.866573
50.819097053,-1.312515564,2018-08-29T14:33:43.872925
50.819110017,-1.312487516,2018-08-29T14:33:44.874267
50.819122822,-1.312473655,2018-08-29T14:33:45.876364
50.819122822,-1.312473655,2018-08-29T14:33:46.878421
50.819142593,-1.312460118,2018-08-29T14:33:47.880171
50.819155238,-1.312460443,2018-08-29T14:33:48.882659
50.819155238,-1.312460443,2018-08-29T14:33:49.884150
50.819175168,-1.31243272,2018-08-29T14:33:50.890228
50.819181007,-1.312418533,2018-08-29T14:33:51.891686
50.819181007,-1.312418533,2018-08-29T14:33:52.893038
50.819193971,-1.312390485,2018-08-29T14:33:53.894504
50.819206776,-1.312376624,2018-08-29T14:33:54.896132
50.819206776,-1.312376624,2018-08-29T14:33:55.897643
50.819219581,-1.312362762,2018-08-29T14:33:56.902057
50.819226707,-1.312348901,2018-08-29T14:33:57.903417
50.819226707,-1.312348901,2018-08-29T14:33:58.904874
50.819251997,-1.312349551,2018-08-29T14:33:59.906314
50.819259123,-1.312335689,2018-08-29T14:34:00.909684
50.819259123,-1.312335689,2018-08-29T14:34:01.911215
50.819284573,-1.312322152,2018-08-29T14:34:02.913594
50.819291698,-1.312308291,2018-08-29T14:34:03.915156
50.819291698,-1.312308291,2018-08-29T14:34:04.916583
50.819304663,-1.312280243,2018-08-29T14:34:05.918017
50.819304822,-1.312266056,2018-08-29T14:34:06.919575
50.819304822,-1.312266056,2018-08-29T14:34:07.920912
50.819330272,-1.312252519,2018-08-29T14:34:08.922947
50.819336111,-1.312238333,2018-08-29T14:34:09.924412
50.819336111,-1.312238333,2018-08-29T14:34:10.925885
50.819355882,-1.312224796,2018-08-29T14:34:11.927449
50.819368527,-1.312225121,2018-08-29T14:34:12.929246
50.819368527,-1.312225121,2018-08-29T14:34:13.930635
50.819387011,-1.312211259,2018-08-29T14:34:14.932061
50.819399656,-1.312211584,2018-08-29T14:34:15.933044
50.819399656,-1.312211584,2018-08-29T14:34:16.934386
50.819419427,-1.312198048,2018-08-29T14:34:17.938415
50.819425265,-1.312183861,2018-08-29T14:34:18.939773
50.819425265,-1.312183861,2018-08-29T14:34:19.949578
50.819439357,-1.312170324,2018-08-29T14:34:20.951477
50.819452003,-1.312170649,2018-08-29T14:34:21.956534
50.819452003,-1.312170649,2018-08-29T14:34:22.958610
50.819464807,-1.312156787,2018-08-29T14:34:23.959936
50.819477612,-1.312142926,2018-08-29T14:34:24.962971
50.819477612,-1.312142926,2018-08-29T14:34:25.965855
50.819490417,-1.312129064,2018-08-29T14:34:26.967150
50.819497383,-1.312129389,2018-08-29T14:34:27.969427
50.819497383,-1.312129389,2018-08-29T14:34:28.972057
50.819510188,-1.312115527,2018-08-29T14:34:29.976252
50.819517154,-1.312115852,2018-08-29T14:34:30.978041
50.819517154,-1.312115852,2018-08-29T14:34:31.983598
50.819522992,-1.312101666,2018-08-29T14:34:32.985459
50.819535638,-1.31210199,2018-08-29T14:34:33.986866
50.819535638,-1.31210199,2018-08-29T14:34:34.989484
50.819548442,-1.312088129,2018-08-29T14:34:35.992037
50.819555568,-1.312074267,2018-08-29T14:34:36.996135
50.819555568,-1.312074267,2018-08-29T14:34:37.997465
50.819568373,-1.312060405,2018-08-29T14:34:39.003265
50.819568373,-1.312060405,2018-08-29T14:34:40.004580
50.819568373,-1.312060405,2018-08-29T14:34:41.005920
50.819581178,-1.312046543,2018-08-29T14:34:42.007449
50.819593823,-1.312046868,2018-08-29T14:34:43.008984
50.819593823,-1.312046868,2018-08-29T14:34:44.010726
50.819606468,-1.312047193,2018-08-29T14:34:45.012846
50.819606627,-1.312033007,2018-08-29T14:34:46.021301
50.819606627,-1.312033007,2018-08-29T14:34:47.024809
50.819619273,-1.312033332,2018-08-29T14:34:48.026774
50.819619432,-1.312019145,2018-08-29T14:34:49.031257
50.819619432,-1.312019145,2018-08-29T14:34:50.033105
50.819632077,-1.31201947,2018-08-29T14:34:51.034457
50.819632237,-1.312005283,2018-08-29T14:34:52.036122
50.819632237,-1.312005283,2018-08-29T14:34:53.038565
50.819644882,-1.312005608,2018-08-29T14:34:54.040277
50.819644882,-1.312005608,2018-08-29T14:34:55.042855
50.819644882,-1.312005608,2018-08-29T14:34:56.045829
50.819657687,-1.311991746,2018-08-29T14:34:57.048449
50.819657687,-1.311991746,2018-08-29T14:34:58.050422
50.819657687,-1.311991746,2018-08-29T14:34:59.051779
50.819664812,-1.311977884,2018-08-29T14:35:00.055246
50.819670491,-1.311977884,2018-08-29T14:35:01.059078
50.819670491,-1.311977884,2018-08-29T14:35:02.060711
50.819677617,-1.311964023,2018-08-29T14:35:03.062740
50.819677617,-1.311964023,2018-08-29T14:35:04.065309
50.819677617,-1.311964023,2018-08-29T14:35:05.067972
50.819684743,-1.311950161,2018-08-29T14:35:06.069555
50.819690422,-1.311950161,2018-08-29T14:35:07.071519
50.819690422,-1.311950161,2018-08-29T14:35:08.073056
50.819697388,-1.311950486,2018-08-29T14:35:09.078575
50.819703067,-1.311950486,2018-08-29T14:35:10.081936
50.819703067,-1.311950486,2018-08-29T14:35:11.083510
50.819710193,-1.311936624,2018-08-29T14:35:12.085072
50.819715872,-1.311936624,2018-08-29T14:35:13.086415
50.819715872,-1.311936624,2018-08-29T14:35:14.088131
50.819715872,-1.311936624,2018-08-29T14:35:15.090628
50.819728677,-1.311922762,2018-08-29T14:35:16.092405
50.819728677,-1.311922762,2018-08-29T14:35:17.093919
50.819735643,-1.311923087,2018-08-29T14:35:18.095481
50.819741481,-1.3119089,2018-08-29T14:35:19.097645
50.819741481,-1.3119089,2018-08-29T14:35:20.100737
50.819741481,-1.3119089,2018-08-29T14:35:21.102213
50.819754126,-1.311909225,2018-08-29T14:35:22.103069
50.819754286,-1.311895038,2018-08-29T14:35:23.105600
50.819754286,-1.311895038,2018-08-29T14:35:24.107129
50.819754286,-1.311895038,2018-08-29T14:35:25.108532
50.819761252,-1.311895363,2018-08-29T14:35:26.109975
50.819767091,-1.311881176,2018-08-29T14:35:27.114296
50.819767091,-1.311881176,2018-08-29T14:35:28.119415
50.819774057,-1.311881501,2018-08-29T14:35:29.122247
50.819779736,-1.311881501,2018-08-29T14:35:30.124300
50.819779895,-1.311867315,2018-08-29T14:35:31.129312
50.819786862,-1.311867639,2018-08-29T14:35:32.134339
50.819786862,-1.311867639,2018-08-29T14:35:33.136170
50.819799666,-1.311853778,2018-08-29T14:35:34.139773
50.819799666,-1.311853778,2018-08-29T14:35:35.144143
50.819799666,-1.311853778,2018-08-29T14:35:36.145949
50.819812311,-1.311854102,2018-08-29T14:35:37.147448
50.819812311,-1.311854102,2018-08-29T14:35:38.148849
50.819819437,-1.311840241,2018-08-29T14:35:39.155836
50.819819437,-1.311840241,2018-08-29T14:35:40.161904
50.819832242,-1.311826379,2018-08-29T14:35:41.163422
50.819839208,-1.311826704,2018-08-29T14:35:42.165144
50.819844887,-1.311826704,2018-08-29T14:35:43.166967
50.819851853,-1.311827028,2018-08-29T14:35:44.169020
50.819851853,-1.311827028,2018-08-29T14:35:45.172633
50.819864658,-1.311813167,2018-08-29T14:35:46.174116
50.819864658,-1.311813167,2018-08-29T14:35:47.176015
50.819864658,-1.311813167,2018-08-29T14:35:48.178305
50.819877303,-1.311813491,2018-08-29T14:35:49.181025
50.819877303,-1.311813491,2018-08-29T14:35:50.184756
50.819890108,-1.31179963,2018-08-29T14:35:51.187882
50.819897074,-1.311799954,2018-08-29T14:35:52.189811
50.819897074,-1.311799954,2018-08-29T14:35:53.192234
50.819902753,-1.311799954,2018-08-29T14:35:54.193343
50.819909879,-1.311786092,2018-08-29T14:35:55.196700
50.819909879,-1.311786092,2018-08-29T14:35:56.199356
50.819909879,-1.311786092,2018-08-29T14:35:57.201908
50.819917004,-1.311772231,2018-08-29T14:35:58.203150
50.819917004,-1.311772231,2018-08-29T14:35:59.204644
50.819923971,-1.311772555,2018-08-29T14:36:00.206575
50.819929809,-1.311758369,2018-08-29T14:36:01.208484
50.819936775,-1.311758693,2018-08-29T14:36:02.211069
50.81994958,-1.311744831,2018-08-29T14:36:03.213173
50.81994958,-1.311744831,2018-08-29T14:36:04.215734
50.819955259,-1.311744831,2018-08-29T14:36:05.217297
50.819955259,-1.311744831,2018-08-29T14:36:06.220837
50.819962385,-1.31173097,2018-08-29T14:36:07.222593
50.819968064,-1.31173097,2018-08-29T14:36:08.224925
50.819968064,-1.31173097,2018-08-29T14:36:09.231972
50.819973902,-1.311716783,2018-08-29T14:36:10.235075
50.819980868,-1.311717108,2018-08-29T14:36:11.237007
50.819986547,-1.311717108,2018-08-29T14:36:12.239468
50.819986547,-1.311717108,2018-08-29T14:36:13.241469
50.819999192,-1.311717432,2018-08-29T14:36:14.243250
50.819999352,-1.311703246,2018-08-29T14:36:15.244794
50.820011997,-1.31170357,2018-08-29T14:36:16.250992
50.820011997,-1.31170357,2018-08-29T14:36:17.255641
50.820017676,-1.31170357,2018-08-29T14:36:18.257166
50.820017836,-1.311689384,2018-08-29T14:36:19.258663
50.820017836,-1.311689384,2018-08-29T14:36:20.260169
50.820024802,-1.311689708,2018-08-29T14:36:21.265292
50.820024961,-1.311675522,2018-08-29T14:36:22.266666
50.820031927,-1.311675846,2018-08-29T14:36:23.268015
50.820037606,-1.311675846,2018-08-29T14:36:24.269655
50.820037766,-1.31166166,2018-08-29T14:36:25.274878
50.820044732,-1.311661984,2018-08-29T14:36:26.277793
50.820050411,-1.311661984,2018-08-29T14:36:27.281952
50.820057377,-1.311662309,2018-08-29T14:36:28.283183
50.820057537,-1.311648122,2018-08-29T14:36:29.285165
50.820070182,-1.311648447,2018-08-29T14:36:30.286527
50.820070182,-1.311648447,2018-08-29T14:36:31.288426
50.820075861,-1.311648447,2018-08-29T14:36:32.292146
50.820075861,-1.311648447,2018-08-29T14:36:33.293210
50.820082827,-1.311648772,2018-08-29T14:36:34.294742
50.820088666,-1.311634585,2018-08-29T14:36:35.296129
50.820088666,-1.311634585,2018-08-29T14:36:36.298651
50.820095632,-1.31163491,2018-08-29T14:36:37.302090
50.820095632,-1.31163491,2018-08-29T14:36:38.303455
50.820108277,-1.311635235,2018-08-29T14:36:39.304857
50.820108277,-1.311635235,2018-08-29T14:36:40.306918
50.820108436,-1.311621048,2018-08-29T14:36:41.308251
50.820115403,-1.311621373,2018-08-29T14:36:42.312170
50.820115403,-1.311621373,2018-08-29T14:36:43.314021
50.820115562,-1.311607186,2018-08-29T14:36:44.316091
50.820122528,-1.311607511,2018-08-29T14:36:45.317475
50.820128367,-1.311593324,2018-08-29T14:36:46.319237
50.820128367,-1.311593324,2018-08-29T14:36:47.324036
50.820135493,-1.311579462,2018-08-29T14:36:48.329017
50.820135493,-1.311579462,2018-08-29T14:36:49.331672
50.820148297,-1.3115656,2018-08-29T14:36:50.335869
50.820148297,-1.3115656,2018-08-29T14:36:51.340581
50.820148297,-1.3115656,2018-08-29T14:36:52.344472
50.820155264,-1.311565925,2018-08-29T14:36:53.349106
50.820161102,-1.311551738,2018-08-29T14:36:54.355541
50.820161102,-1.311551738,2018-08-29T14:36:55.357378
50.820161102,-1.311551738,2018-08-29T14:36:56.359148
50.820168068,-1.311552063,2018-08-29T14:36:57.361247
50.820166621,-1.311565925,2018-08-29T14:36:58.362593
50.820166781,-1.311551738,2018-08-29T14:36:59.366006
50.820179426,-1.311552063,2018-08-29T14:37:00.368664
50.820179426,-1.311552063,2018-08-29T14:37:01.370540
50.820179426,-1.311552063,2018-08-29T14:37:02.372442
50.820179426,-1.311552063,2018-08-29T14:37:03.376928
50.820192071,-1.311552387,2018-08-29T14:37:04.383443
50.820192071,-1.311552387,2018-08-29T14:37:05.385969
50.820186552,-1.311538201,2018-08-29T14:37:06.387956
50.820192231,-1.311538201,2018-08-29T14:37:07.390189
